user_id,product_id,categorie,sub_categorie,rating
GQ80,10992,Earphones,Realmebuds,2
HP75,11001,Mobiles,IQ Mobiles,3
YB9,10755,Cameras,canoncamera,5
LG28,10927,Tvs,samsungTV,2
LS8,10727,Speakers,boat,5
KR42,10746,Speakers,boat,2
TQ40,10986,Earphones,Realmebuds,2
XS54,10992,Earphones,Realmebuds,3
AU12,10944,Speakers,Skullcandy,2
EY21,10763,Cameras,canoncamera,3
GW43,10832,Tvs,lgTV,2
VU100,10814,Laptops,lenovo,4
CW47,10967,Earphones,Noiseearbuds,3
SY74,10857,Mobiles,mi,3
FU33,10851,Mobiles,mi,2
FQ77,10980,Earphones,Realmebuds,4
CE78,10776,Cameras,canoncamera,2
DJ52,10766,Cameras,canoncamera,3
AQ15,10849,Mobiles,mi,3
KK46,10907,Mobiles,samsung,5
IW13,10816,Laptops,lenovo,3
SF27,10986,Earphones,Realmebuds,4
DX53,10988,Earphones,Realmebuds,2
WG51,10707,Mobiles,Apple Mobiles,5
YS39,10841,Tvs,lgTV,4
SO77,10962,Earphones,Noiseearbuds,2
RK46,10751,Cameras,canoncamera,3
AH94,10727,Speakers,boat,2
AJ56,10968,Earphones,Noiseearbuds,5
LG28,10902,Mobiles,samsung,4
CN7,10988,Earphones,Realmebuds,3
JY80,10792,Laptops,dell,4
TI12,10803,Laptops,hp,5
SF23,10729,Speakers,boat,2
JO12,10945,Speakers,Skullcandy,4
IF50,10941,Speakers,Skullcandy,2
PB44,10988,Earphones,Realmebuds,3
LY86,10921,Tvs,samsungTV,4
CC71,10705,Mobiles,Apple Mobiles,2
MX37,10994,Mobiles,IQ Mobiles,5
YF28,10776,Cameras,canoncamera,3
ON8,10889,Cameras,nikoncamera,2
UR60,10710,Mobiles,Apple Mobiles,4
CV48,10947,Speakers,Skullcandy,3
PN76,10969,Earphones,Noiseearbuds,2
ZU18,10853,Mobiles,mi,4
YS39,10725,Mobiles,Apple Mobiles,4
TN46,10735,Speakers,boat,2
HP75,10828,Tvs,lgTV,5
RE59,10767,Cameras,canoncamera,3
CE78,10993,Earphones,Realmebuds,2
TH79,10970,Earphones,Noiseearbuds,5
GQ56,10852,Mobiles,mi,3
IS35,10702,Mobiles,Apple Mobiles,5
QR100,10815,Laptops,lenovo,5
YO27,10826,Tvs,lgTV,2
TD7,10811,Laptops,lenovo,5
MD54,10814,Laptops,lenovo,3
IF31,10924,Tvs,samsungTV,2
QU85,11022,Earphones,OnePlusBuds,5
ZV28,10927,Tvs,samsungTV,4
VG82,10935,Tvs,samsungTV,5
HJ6,10970,Earphones,Noiseearbuds,2
YX76,10977,Earphones,Noiseearbuds,4
LY86,11017,Earphones,OnePlusBuds,4
DN91,10856,Mobiles,mi,4
MD54,10900,Mobiles,samsung,3
PP28,10786,Laptops,dell,5
ES50,10737,Speakers,boat,5
SG42,10942,Speakers,Skullcandy,4
SY7,10914,Mobiles,samsung,2
CO96,10970,Earphones,Noiseearbuds,2
OZ49,10978,Earphones,Realmebuds,4
WU13,10776,Cameras,canoncamera,5
CP21,10780,Laptops,dell,3
FU3,10704,Mobiles,Apple Mobiles,4
OP75,10813,Laptops,lenovo,2
OO2,10991,Earphones,Realmebuds,4
UN85,10785,Laptops,dell,2
YO27,10967,Earphones,Noiseearbuds,4
GT55,10822,Tvs,lgTV,3
GQ80,10824,Tvs,lgTV,4
IF31,10758,Cameras,canoncamera,3
ZN68,10850,Mobiles,mi,2
PB1,10972,Earphones,Noiseearbuds,3
AS11,10744,Speakers,boat,2
QD59,11009,Earphones,OnePlusBuds,5
XS54,10917,Mobiles,samsung,3
ZN62,10961,Earphones,Noiseearbuds,4
UM16,10794,Laptops,hp,2
CL13,10986,Earphones,Realmebuds,4
OF81,10819,Laptops,lenovo,5
UL73,11022,Earphones,OnePlusBuds,3
EO32,10760,Cameras,canoncamera,2
DL63,10843,Mobiles,mi,2
DJ52,10864,Cameras,nikoncamera,4
CG95,10800,Laptops,hp,5
JY80,10873,Cameras,nikoncamera,2
BN86,10992,Earphones,Realmebuds,4
DX12,10711,Mobiles,Apple Mobiles,4
IB92,10975,Earphones,Noiseearbuds,4
MM23,10832,Tvs,lgTV,4
TV68,10892,Mobiles,samsung,5
PN86,10702,Mobiles,Apple Mobiles,2
CV48,10728,Speakers,boat,5
MO83,10988,Earphones,Realmebuds,3
IB92,10814,Laptops,lenovo,2
AG1,10835,Tvs,lgTV,3
SG42,10932,Tvs,samsungTV,2
HC5,10961,Earphones,Noiseearbuds,4
IF50,10891,Mobiles,samsung,2
ZN68,10805,Laptops,hp,3
FM72,10996,Mobiles,IQ Mobiles,2
NI85,10946,Speakers,Skullcandy,2
PS50,10764,Cameras,canoncamera,3
IB92,10985,Earphones,Realmebuds,5
PH61,10996,Mobiles,IQ Mobiles,3
ST98,10969,Earphones,Noiseearbuds,2
GR37,10897,Mobiles,samsung,2
EA31,10935,Tvs,samsungTV,5
FB80,10767,Cameras,canoncamera,2
MM23,10764,Cameras,canoncamera,4
UN85,10842,Tvs,lgTV,2
FJ49,11014,Earphones,OnePlusBuds,2
QD59,10823,Tvs,lgTV,3
QT30,10715,Mobiles,Apple Mobiles,2
UD52,10712,Mobiles,Apple Mobiles,2
YU71,10892,Mobiles,samsung,4
YA82,10722,Mobiles,Apple Mobiles,4
LI70,10973,Earphones,Noiseearbuds,4
SY7,11017,Earphones,OnePlusBuds,5
PX97,10793,Laptops,hp,5
CP59,10798,Laptops,hp,2
ZP80,10751,Cameras,canoncamera,4
AU9,10893,Mobiles,samsung,5
TR61,10925,Tvs,samsungTV,5
TO98,10705,Mobiles,Apple Mobiles,5
EO45,11020,Earphones,OnePlusBuds,5
ZN68,10844,Mobiles,mi,4
UB31,10959,Earphones,Noiseearbuds,4
AJ46,10836,Tvs,lgTV,5
SK26,10723,Mobiles,Apple Mobiles,4
RK46,10859,Mobiles,mi,4
NG44,10926,Tvs,samsungTV,5
PC48,10980,Earphones,Realmebuds,5
SK26,10961,Earphones,Noiseearbuds,5
IF43,10982,Earphones,Realmebuds,3
CO96,10909,Mobiles,samsung,4
GW43,10832,Tvs,lgTV,3
CK83,10863,Mobiles,mi,2
IR70,10817,Laptops,lenovo,3
PS50,10974,Earphones,Noiseearbuds,3
RJ10,10730,Speakers,boat,5
AQ28,10924,Tvs,samsungTV,2
WL4,10944,Speakers,Skullcandy,5
KS90,10760,Cameras,canoncamera,5
CA53,10889,Cameras,nikoncamera,5
XZ52,10967,Earphones,Noiseearbuds,5
IM78,10997,Mobiles,IQ Mobiles,5
PN86,10763,Cameras,canoncamera,4
TV68,10856,Mobiles,mi,3
XI45,10931,Tvs,samsungTV,5
JQ98,10800,Laptops,hp,2
LY86,10897,Mobiles,samsung,5
ZI87,10727,Speakers,boat,5
PX97,10754,Cameras,canoncamera,4
KN94,10862,Mobiles,mi,2
OI41,10778,Laptops,dell,4
CL20,10756,Cameras,canoncamera,3
RX67,10986,Earphones,Realmebuds,4
CL20,10886,Cameras,nikoncamera,5
HI52,11004,Mobiles,IQ Mobiles,4
OO18,10824,Tvs,lgTV,5
JG11,10807,Laptops,hp,2
CL20,10862,Mobiles,mi,2
DP9,10730,Speakers,boat,4
MO83,10999,Mobiles,IQ Mobiles,4
YX76,10751,Cameras,canoncamera,3
UO13,10996,Mobiles,IQ Mobiles,3
AH94,10891,Mobiles,samsung,4
CL13,11005,Mobiles,IQ Mobiles,2
AJ56,11009,Earphones,OnePlusBuds,4
PS56,10819,Laptops,lenovo,4
JH59,10832,Tvs,lgTV,3
TY83,10948,Speakers,Skullcandy,4
WH40,10824,Tvs,lgTV,3
CL1,10832,Tvs,lgTV,4
BJ57,10878,Cameras,nikoncamera,5
FX28,10899,Mobiles,samsung,3
CQ85,10854,Mobiles,mi,4
VI66,10733,Speakers,boat,2
RS77,10826,Tvs,lgTV,3
ZE19,10846,Mobiles,mi,3
ST98,10703,Mobiles,Apple Mobiles,3
IL64,10738,Speakers,boat,3
GD97,10959,Earphones,Noiseearbuds,3
UI4,10767,Cameras,canoncamera,5
NW96,10861,Mobiles,mi,5
ZN68,10872,Cameras,nikoncamera,3
SJ68,10961,Earphones,Noiseearbuds,2
AQ28,10857,Mobiles,mi,5
AX24,10931,Tvs,samsungTV,4
UL47,10727,Speakers,boat,5
IF50,10941,Speakers,Skullcandy,4
AV26,10871,Cameras,nikoncamera,3
PB44,10715,Mobiles,Apple Mobiles,2
WU3,10712,Mobiles,Apple Mobiles,3
FM72,10727,Speakers,boat,2
JY80,10763,Cameras,canoncamera,5
CQ73,10909,Mobiles,samsung,2
WT89,10729,Speakers,boat,3
IW13,10785,Laptops,dell,4
HD40,10874,Cameras,nikoncamera,2
PH61,10991,Earphones,Realmebuds,4
CL20,10889,Cameras,nikoncamera,5
CP59,10713,Mobiles,Apple Mobiles,4
YP74,10901,Mobiles,samsung,4
KP55,10926,Tvs,samsungTV,5
JY80,11003,Mobiles,IQ Mobiles,3
VL83,10857,Mobiles,mi,5
UX59,10783,Laptops,dell,3
OT44,10736,Speakers,boat,3
QI10,11017,Earphones,OnePlusBuds,4
IQ100,10855,Mobiles,mi,4
FX28,10702,Mobiles,Apple Mobiles,2
OP75,11001,Mobiles,IQ Mobiles,4
CL20,10835,Tvs,lgTV,3
RK46,10968,Earphones,Noiseearbuds,5
ZN62,10802,Laptops,hp,2
GW43,10736,Speakers,boat,3
YF28,10803,Laptops,hp,3
QT30,10881,Cameras,nikoncamera,4
RJ10,10986,Earphones,Realmebuds,4
VK61,10893,Mobiles,samsung,3
CV48,10724,Mobiles,Apple Mobiles,2
LI70,10774,Cameras,canoncamera,3
OF99,10820,Laptops,lenovo,5
CN7,10793,Laptops,hp,2
YX76,10944,Speakers,Skullcandy,4
FU33,10989,Earphones,Realmebuds,4
TG35,10710,Mobiles,Apple Mobiles,2
JO12,10701,Mobiles,Apple Mobiles,3
KS30,10915,Mobiles,samsung,3
XP79,10999,Mobiles,IQ Mobiles,4
TX51,11011,Earphones,OnePlusBuds,2
ZI87,10816,Laptops,lenovo,2
CE78,10837,Tvs,lgTV,2
EL44,10927,Tvs,samsungTV,4
PB44,10963,Earphones,Noiseearbuds,5
KK46,10886,Cameras,nikoncamera,5
HM79,10920,Tvs,samsungTV,3
SY85,10952,Speakers,Skullcandy,4
QJ26,10826,Tvs,lgTV,2
BN86,10778,Laptops,dell,2
FS33,10778,Laptops,dell,4
YP74,10757,Cameras,canoncamera,5
VP17,10929,Tvs,samsungTV,2
PH61,10719,Mobiles,Apple Mobiles,5
TX11,10965,Earphones,Noiseearbuds,3
WT21,10878,Cameras,nikoncamera,2
MK24,10916,Mobiles,samsung,2
WN83,10981,Earphones,Realmebuds,2
GF64,11020,Earphones,OnePlusBuds,5
ZI87,10979,Earphones,Realmebuds,3
TV68,10801,Laptops,hp,3
DJ52,10779,Laptops,dell,2
LG28,10767,Cameras,canoncamera,4
EP5,10701,Mobiles,Apple Mobiles,3
OF81,10887,Cameras,nikoncamera,5
YN77,10747,Speakers,boat,2
AJ56,10894,Mobiles,samsung,5
TG35,10965,Earphones,Noiseearbuds,5
NG44,10723,Mobiles,Apple Mobiles,2
CI23,10855,Mobiles,mi,3
YB9,10790,Laptops,dell,5
IC70,10713,Mobiles,Apple Mobiles,2
DN18,10839,Tvs,lgTV,3
SF27,10934,Tvs,samsungTV,2
FR90,10758,Cameras,canoncamera,2
AG81,11005,Mobiles,IQ Mobiles,3
OO2,10941,Speakers,Skullcandy,3
FR90,10821,Laptops,lenovo,4
CX62,10856,Mobiles,mi,4
MO83,11007,Mobiles,IQ Mobiles,5
GG4,10822,Tvs,lgTV,3
WC15,10757,Cameras,canoncamera,4
SY7,10753,Cameras,canoncamera,4
CZ60,10751,Cameras,canoncamera,3
MN67,10936,Tvs,samsungTV,2
GK16,10949,Speakers,Skullcandy,4
EV22,10757,Cameras,canoncamera,5
TV68,11013,Earphones,OnePlusBuds,3
WH40,10707,Mobiles,Apple Mobiles,2
EU74,10951,Speakers,Skullcandy,5
MN67,10931,Tvs,samsungTV,5
QL88,10971,Earphones,Noiseearbuds,5
QK45,10970,Earphones,Noiseearbuds,4
LY86,11012,Earphones,OnePlusBuds,3
FI82,10832,Tvs,lgTV,3
NI85,10951,Speakers,Skullcandy,3
LR43,10782,Laptops,dell,5
OY27,11013,Earphones,OnePlusBuds,5
TO98,10806,Laptops,hp,3
VW29,10733,Speakers,boat,2
RS77,10787,Laptops,dell,3
WT89,10925,Tvs,samsungTV,4
VF95,10972,Earphones,Noiseearbuds,3
FJ49,10945,Speakers,Skullcandy,2
PN86,10823,Tvs,lgTV,3
CE78,10981,Earphones,Realmebuds,5
AR52,10987,Earphones,Realmebuds,5
OO18,10945,Speakers,Skullcandy,4
AQ15,10789,Laptops,dell,3
FQ77,10718,Mobiles,Apple Mobiles,5
SF23,10747,Speakers,boat,3
WR81,10816,Laptops,lenovo,5
GG4,10758,Cameras,canoncamera,4
TX11,10954,Speakers,Skullcandy,2
XF19,10972,Earphones,Noiseearbuds,2
AJ56,10959,Earphones,Noiseearbuds,5
BW90,10751,Cameras,canoncamera,4
PL92,10707,Mobiles,Apple Mobiles,2
HR49,10711,Mobiles,Apple Mobiles,5
YO27,10748,Speakers,boat,5
QW75,10954,Speakers,Skullcandy,4
KS90,10815,Laptops,lenovo,3
CA53,10955,Speakers,Skullcandy,2
PW55,11017,Earphones,OnePlusBuds,2
NL29,10988,Earphones,Realmebuds,4
JQ39,10758,Cameras,canoncamera,4
BN43,11012,Earphones,OnePlusBuds,2
SF35,10826,Tvs,lgTV,2
XW15,10744,Speakers,boat,5
LG28,10730,Speakers,boat,3
ZF3,10822,Tvs,lgTV,3
UN85,10780,Laptops,dell,2
CS54,10822,Tvs,lgTV,3
UL73,10953,Speakers,Skullcandy,2
GW43,10872,Cameras,nikoncamera,3
WG51,10901,Mobiles,samsung,4
NW96,10774,Cameras,canoncamera,3
WN13,11015,Earphones,OnePlusBuds,2
ZS94,10784,Laptops,dell,5
YU71,10781,Laptops,dell,5
XB41,10784,Laptops,dell,4
EC34,10790,Laptops,dell,5
GG4,10964,Earphones,Noiseearbuds,4
PP28,10824,Tvs,lgTV,2
DX53,11005,Mobiles,IQ Mobiles,2
SJ68,10714,Mobiles,Apple Mobiles,2
CB73,11002,Mobiles,IQ Mobiles,2
JU14,10974,Earphones,Noiseearbuds,3
SF23,10714,Mobiles,Apple Mobiles,5
FX28,10856,Mobiles,mi,5
LI20,10778,Laptops,dell,2
OP75,10953,Speakers,Skullcandy,4
FJ49,10822,Tvs,lgTV,2
DX53,10981,Earphones,Realmebuds,3
OH55,10853,Mobiles,mi,4
ZU18,10802,Laptops,hp,2
IK77,10753,Cameras,canoncamera,5
RS34,10751,Cameras,canoncamera,3
FC41,10764,Cameras,canoncamera,3
EE4,10933,Tvs,samsungTV,5
AU12,10955,Speakers,Skullcandy,2
HD40,10847,Mobiles,mi,5
OZ34,10701,Mobiles,Apple Mobiles,2
FU33,10885,Cameras,nikoncamera,3
FC41,10983,Earphones,Realmebuds,5
KF92,10895,Mobiles,samsung,4
ZN62,10792,Laptops,dell,4
ZN68,10837,Tvs,lgTV,5
HR49,10934,Tvs,samsungTV,2
QL88,10766,Cameras,canoncamera,2
AU12,10804,Laptops,hp,3
FF22,10899,Mobiles,samsung,3
QC39,10735,Speakers,boat,4
PA38,10764,Cameras,canoncamera,2
KR42,10927,Tvs,samsungTV,4
DP9,10848,Mobiles,mi,3
TM46,10705,Mobiles,Apple Mobiles,4
WB28,10870,Cameras,nikoncamera,5
UH95,10738,Speakers,boat,4
HW6,10892,Mobiles,samsung,4
UH95,10793,Laptops,hp,2
EY21,10882,Cameras,nikoncamera,2
FF83,10865,Cameras,nikoncamera,2
YA82,11017,Earphones,OnePlusBuds,5
VP17,10828,Tvs,lgTV,4
DL63,10713,Mobiles,Apple Mobiles,4
AR52,10815,Laptops,lenovo,3
GK16,10953,Speakers,Skullcandy,3
AJ46,10838,Tvs,lgTV,5
OT44,10839,Tvs,lgTV,4
DN91,10853,Mobiles,mi,2
FF22,10779,Laptops,dell,2
XF67,10818,Laptops,lenovo,4
CL20,10986,Earphones,Realmebuds,5
AQ28,10873,Cameras,nikoncamera,3
DL43,10994,Mobiles,IQ Mobiles,3
CM61,10815,Laptops,lenovo,3
UB97,10970,Earphones,Noiseearbuds,5
GQ80,10729,Speakers,boat,3
KT23,10994,Mobiles,IQ Mobiles,5
NI85,10891,Mobiles,samsung,4
MN67,10933,Tvs,samsungTV,5
BJ57,10813,Laptops,lenovo,5
MZ21,10821,Laptops,lenovo,5
FU3,10752,Cameras,canoncamera,5
KR42,10760,Cameras,canoncamera,2
FJ49,10727,Speakers,boat,4
YU71,10785,Laptops,dell,4
OY27,10799,Laptops,hp,2
LI20,10910,Mobiles,samsung,5
FS83,10799,Laptops,hp,5
EV22,10725,Mobiles,Apple Mobiles,3
VS7,10908,Mobiles,samsung,2
CA53,10816,Laptops,lenovo,5
CY6,10859,Mobiles,mi,5
WU13,10867,Cameras,nikoncamera,5
AR52,10814,Laptops,lenovo,2
DV11,10874,Cameras,nikoncamera,4
HW6,10767,Cameras,canoncamera,4
IL51,10809,Laptops,lenovo,2
PZ5,10942,Speakers,Skullcandy,3
GQ80,10781,Laptops,dell,3
DP9,10712,Mobiles,Apple Mobiles,3
FI82,10983,Earphones,Realmebuds,2
GT55,10838,Tvs,lgTV,4
IC70,10895,Mobiles,samsung,2
OT44,10798,Laptops,hp,2
SJ68,10751,Cameras,canoncamera,5
CQ50,10880,Cameras,nikoncamera,5
YN77,10947,Speakers,Skullcandy,2
UB31,10751,Cameras,canoncamera,3
TG35,10862,Mobiles,mi,3
ZB88,10905,Mobiles,samsung,5
QB55,10733,Speakers,boat,4
WA51,10789,Laptops,dell,4
UB62,10759,Cameras,canoncamera,3
HT84,10822,Tvs,lgTV,3
YI19,10766,Cameras,canoncamera,3
ZS41,10805,Laptops,hp,5
DP36,10760,Cameras,canoncamera,3
NL29,10882,Cameras,nikoncamera,3
QR100,10704,Mobiles,Apple Mobiles,2
FR77,10964,Earphones,Noiseearbuds,5
EP5,10848,Mobiles,mi,5
WA51,10775,Cameras,canoncamera,5
ZZ98,10929,Tvs,samsungTV,2
WT89,10867,Cameras,nikoncamera,5
QJ26,10815,Laptops,lenovo,2
UE26,10749,Speakers,boat,4
RM26,10718,Mobiles,Apple Mobiles,3
CE78,11013,Earphones,OnePlusBuds,3
UR60,10912,Mobiles,samsung,2
UB31,10915,Mobiles,samsung,5
TH50,10752,Cameras,canoncamera,5
KG40,10855,Mobiles,mi,5
BZ91,10714,Mobiles,Apple Mobiles,5
KY16,10916,Mobiles,samsung,4
IR16,10751,Cameras,canoncamera,4
HO39,10709,Mobiles,Apple Mobiles,5
YE46,10739,Speakers,boat,3
HI52,10794,Laptops,hp,3
RM72,10797,Laptops,hp,4
HM79,10911,Mobiles,samsung,3
CP59,11016,Earphones,OnePlusBuds,2
RS5,10717,Mobiles,Apple Mobiles,3
KR42,10789,Laptops,dell,5
YE46,10718,Mobiles,Apple Mobiles,5
JQ98,10752,Cameras,canoncamera,5
QA25,10747,Speakers,boat,4
UL73,10804,Laptops,hp,2
KG40,10781,Laptops,dell,4
TS79,10896,Mobiles,samsung,5
AV26,10889,Cameras,nikoncamera,2
WT89,10792,Laptops,dell,5
IC70,10718,Mobiles,Apple Mobiles,5
MN67,10733,Speakers,boat,4
GQ80,10705,Mobiles,Apple Mobiles,5
EQ32,10824,Tvs,lgTV,4
IE78,10942,Speakers,Skullcandy,4
FI82,10989,Earphones,Realmebuds,4
PH61,10860,Mobiles,mi,4
IE78,10730,Speakers,boat,5
UL73,10961,Earphones,Noiseearbuds,2
WB28,10863,Mobiles,mi,5
CQ73,10912,Mobiles,samsung,4
UD52,10706,Mobiles,Apple Mobiles,5
UH95,10832,Tvs,lgTV,2
BJ57,10992,Earphones,Realmebuds,4
CA53,10922,Tvs,samsungTV,4
SF65,10953,Speakers,Skullcandy,2
ZU18,10939,Tvs,samsungTV,2
KR42,10913,Mobiles,samsung,4
VU100,10811,Laptops,lenovo,5
GO9,10839,Tvs,lgTV,4
EL44,10723,Mobiles,Apple Mobiles,4
IW13,10910,Mobiles,samsung,5
FI82,10941,Speakers,Skullcandy,5
NL29,10764,Cameras,canoncamera,5
NI85,10751,Cameras,canoncamera,2
VM53,10999,Mobiles,IQ Mobiles,2
SJ68,10722,Mobiles,Apple Mobiles,3
YN77,10822,Tvs,lgTV,2
PN86,10763,Cameras,canoncamera,2
SF27,10754,Cameras,canoncamera,2
UB62,10778,Laptops,dell,3
DN91,10730,Speakers,boat,2
GQ56,10869,Cameras,nikoncamera,5
PS50,10714,Mobiles,Apple Mobiles,5
TH50,10727,Speakers,boat,3
CK83,10767,Cameras,canoncamera,5
FU33,10989,Earphones,Realmebuds,3
PC79,10964,Earphones,Noiseearbuds,5
CB73,10878,Cameras,nikoncamera,2
WU13,10978,Earphones,Realmebuds,2
UD52,10792,Laptops,dell,4
EE4,10991,Earphones,Realmebuds,5
VS60,10816,Laptops,lenovo,5
KK3,10939,Tvs,samsungTV,4
NX61,10739,Speakers,boat,2
GO9,10847,Mobiles,mi,2
CE78,10709,Mobiles,Apple Mobiles,5
OL98,10751,Cameras,canoncamera,5
NW96,11001,Mobiles,IQ Mobiles,2
IQ100,10728,Speakers,boat,2
OO2,10934,Tvs,samsungTV,3
OO2,10996,Mobiles,IQ Mobiles,3
CP59,10906,Mobiles,samsung,4
HW6,10729,Speakers,boat,5
RM26,11017,Earphones,OnePlusBuds,5
EP5,10839,Tvs,lgTV,5
CN7,10870,Cameras,nikoncamera,2
RJ10,10753,Cameras,canoncamera,3
WA51,10878,Cameras,nikoncamera,5
PP28,10782,Laptops,dell,5
YP74,10815,Laptops,lenovo,3
QB55,11005,Mobiles,IQ Mobiles,2
PC48,10833,Tvs,lgTV,4
TG35,10735,Speakers,boat,2
CY6,10850,Mobiles,mi,3
CL20,10733,Speakers,boat,4
HT84,10897,Mobiles,samsung,3
PM68,10906,Mobiles,samsung,5
EP5,10710,Mobiles,Apple Mobiles,3
TG35,10934,Tvs,samsungTV,3
ZV28,10999,Mobiles,IQ Mobiles,3
ZS94,11014,Earphones,OnePlusBuds,3
YU71,11006,Mobiles,IQ Mobiles,3
GO9,10760,Cameras,canoncamera,4
VK61,10797,Laptops,hp,5
JO12,10758,Cameras,canoncamera,3
FR77,10907,Mobiles,samsung,3
CS54,10989,Earphones,Realmebuds,5
WN83,11009,Earphones,OnePlusBuds,2
CA53,10795,Laptops,hp,2
EA31,10763,Cameras,canoncamera,3
QU85,10942,Speakers,Skullcandy,2
MX37,11014,Earphones,OnePlusBuds,3
KP55,10701,Mobiles,Apple Mobiles,4
GC15,10703,Mobiles,Apple Mobiles,4
EQ45,10811,Laptops,lenovo,5
XZ52,10901,Mobiles,samsung,3
FU3,10950,Speakers,Skullcandy,3
FU33,10812,Laptops,lenovo,3
OY27,10919,Tvs,samsungTV,4
RE27,10870,Cameras,nikoncamera,4
LT75,10897,Mobiles,samsung,3
GO9,10824,Tvs,lgTV,5
QT30,10853,Mobiles,mi,2
RS38,10924,Tvs,samsungTV,3
FB80,10959,Earphones,Noiseearbuds,5
UJ98,10775,Cameras,canoncamera,2
UN85,10897,Mobiles,samsung,2
ZN68,10970,Earphones,Noiseearbuds,5
AS1,10738,Speakers,boat,4
HU56,10855,Mobiles,mi,5
SY74,10791,Laptops,dell,4
QK45,10702,Mobiles,Apple Mobiles,3
IL51,10920,Tvs,samsungTV,5
FB80,10729,Speakers,boat,2
DS15,10984,Earphones,Realmebuds,4
CO96,10886,Cameras,nikoncamera,2
UN85,10824,Tvs,lgTV,4
UG29,10953,Speakers,Skullcandy,2
XE83,10860,Mobiles,mi,3
XZ52,10942,Speakers,Skullcandy,4
SY85,10895,Mobiles,samsung,4
JU14,10710,Mobiles,Apple Mobiles,5
UO13,10984,Earphones,Realmebuds,5
MZ79,10784,Laptops,dell,4
WL4,10998,Mobiles,IQ Mobiles,5
HR49,10915,Mobiles,samsung,4
RS5,10998,Mobiles,IQ Mobiles,2
UX59,10793,Laptops,hp,4
AG81,10979,Earphones,Realmebuds,4
TX51,10805,Laptops,hp,3
PS56,10721,Mobiles,Apple Mobiles,2
OE61,11003,Mobiles,IQ Mobiles,2
EV22,10855,Mobiles,mi,3
KY16,10852,Mobiles,mi,2
UP79,10972,Earphones,Noiseearbuds,5
MX37,10746,Speakers,boat,2
IR16,10813,Laptops,lenovo,2
CQ73,10752,Cameras,canoncamera,2
QJ26,11011,Earphones,OnePlusBuds,3
PC61,10797,Laptops,hp,3
WH40,10951,Speakers,Skullcandy,4
YI19,10717,Mobiles,Apple Mobiles,2
WR60,10847,Mobiles,mi,2
IF50,10986,Earphones,Realmebuds,2
OP52,10920,Tvs,samsungTV,3
GO9,11019,Earphones,OnePlusBuds,2
VG82,10993,Earphones,Realmebuds,2
HW6,10849,Mobiles,mi,2
HN81,10839,Tvs,lgTV,3
KM61,10962,Earphones,Noiseearbuds,5
ZB88,10730,Speakers,boat,5
DN18,10843,Mobiles,mi,5
II19,10806,Laptops,hp,2
UJ98,10924,Tvs,samsungTV,3
YA82,10706,Mobiles,Apple Mobiles,2
SF65,10730,Speakers,boat,5
UI4,10910,Mobiles,samsung,4
HT84,10805,Laptops,hp,3
TH79,10709,Mobiles,Apple Mobiles,5
CM61,11010,Earphones,OnePlusBuds,4
UE26,10884,Cameras,nikoncamera,3
AJ56,10788,Laptops,dell,2
MD54,10749,Speakers,boat,5
WN83,10776,Cameras,canoncamera,2
CG95,11005,Mobiles,IQ Mobiles,4
XF19,10812,Laptops,lenovo,5
XS54,10880,Cameras,nikoncamera,3
NG44,10728,Speakers,boat,3
QT30,10871,Cameras,nikoncamera,5
LI20,10801,Laptops,hp,5
ZS94,10875,Cameras,nikoncamera,3
IQ100,10796,Laptops,hp,4
VI66,10981,Earphones,Realmebuds,3
AH94,10926,Tvs,samsungTV,4
KR42,10811,Laptops,lenovo,3
ZL93,10860,Mobiles,mi,4
SK90,10787,Laptops,dell,2
SY7,10856,Mobiles,mi,3
QB55,10706,Mobiles,Apple Mobiles,2
JQ98,10815,Laptops,lenovo,4
GG34,10728,Speakers,boat,4
XV29,10813,Laptops,lenovo,3
WR14,10948,Speakers,Skullcandy,5
IR16,11019,Earphones,OnePlusBuds,3
WS87,10822,Tvs,lgTV,5
CY6,10917,Mobiles,samsung,3
EO32,10753,Cameras,canoncamera,2
HH48,10981,Earphones,Realmebuds,2
GG4,10832,Tvs,lgTV,4
PR14,10839,Tvs,lgTV,2
UH95,10713,Mobiles,Apple Mobiles,4
BU88,10752,Cameras,canoncamera,4
CL13,10852,Mobiles,mi,2
UL73,10702,Mobiles,Apple Mobiles,5
YE46,10952,Speakers,Skullcandy,4
CL13,11016,Earphones,OnePlusBuds,3
VF29,10817,Laptops,lenovo,4
AD80,10751,Cameras,canoncamera,5
HO39,10845,Mobiles,mi,3
IF31,11006,Mobiles,IQ Mobiles,2
SK26,10878,Cameras,nikoncamera,3
RM72,10984,Earphones,Realmebuds,4
EQ32,10846,Mobiles,mi,4
UB62,10730,Speakers,boat,4
BN86,10931,Tvs,samsungTV,2
UH95,11022,Earphones,OnePlusBuds,3
ZS94,11018,Earphones,OnePlusBuds,3
MG49,10744,Speakers,boat,5
XW15,10780,Laptops,dell,4
WA51,10798,Laptops,hp,2
QT30,10854,Mobiles,mi,3
AU9,10802,Laptops,hp,2
XV29,10738,Speakers,boat,4
UL73,10829,Tvs,lgTV,2
EC34,10836,Tvs,lgTV,5
ST98,10941,Speakers,Skullcandy,5
TH79,10839,Tvs,lgTV,3
GD97,10893,Mobiles,samsung,4
AR1,10939,Tvs,samsungTV,5
GT55,10756,Cameras,canoncamera,5
